DATABASE_ID,NAME,SET,CLASS,COST,RARITY,TYPE,INGAME_ID
55414,Zul'Drak Ritualist,Descent of Dragons,NEUTRAL,4,RARE,MINION,DRG_064
55432,Kobold Stickyfinger,Descent of Dragons,NEUTRAL,5,EPIC,MINION,DRG_082
55429,Evasive Wyrm,Descent of Dragons,NEUTRAL,6,COMMON,MINION,DRG_079
55428,Depth Charge,Descent of Dragons,NEUTRAL,1,RARE,MINION,DRG_078
55427,Utgarde Grapplesniper,Descent of Dragons,NEUTRAL,6,RARE,MINION,DRG_077
55426,Faceless Corruptor,Descent of Dragons,NEUTRAL,5,RARE,MINION,DRG_076
55425,Cobalt Spellkin,Descent of Dragons,NEUTRAL,5,RARE,MINION,DRG_075
55424,Camouflaged Dirigible,Descent of Dragons,NEUTRAL,6,COMMON,MINION,DRG_074
55423,Evasive Feywing,Descent of Dragons,NEUTRAL,4,COMMON,MINION,DRG_073
55422,Skyfin,Descent of Dragons,NEUTRAL,5,EPIC,MINION,DRG_072
55421,Bad Luck Albatross,Descent of Dragons,NEUTRAL,4,RARE,MINION,DRG_071
55420,Dragon Breeder,Descent of Dragons,NEUTRAL,2,RARE,MINION,DRG_070
55419,Platebreaker,Descent of Dragons,NEUTRAL,5,COMMON,MINION,DRG_069
55418,Living Dragonbreath,Descent of Dragons,NEUTRAL,3,COMMON,MINION,DRG_068
55417,Troll Batrider,Descent of Dragons,NEUTRAL,4,COMMON,MINION,DRG_067
55416,Evasive Chimaera,Descent of Dragons,NEUTRAL,2,COMMON,MINION,DRG_066
55431,Scalerider,Descent of Dragons,NEUTRAL,3,COMMON,MINION,DRG_081
56090,Dark Prophecy,Descent of Dragons,PRIEST,3,RARE,SPELL,YOD_015
54887,Envoy of Lazul,Descent of Dragons,PRIEST,2,EPIC,MINION,DRG_306
56088,Cleric of Scales,Descent of Dragons,PRIEST,1,RARE,MINION,YOD_013
55069,Sand Breath,Descent of Dragons,PALADIN,1,COMMON,SPELL,DRG_233
55068,Lightforged Zealot,Descent of Dragons,PALADIN,4,RARE,MINION,DRG_232
55067,Lightforged Crusader,Descent of Dragons,PALADIN,7,EPIC,MINION,DRG_231
55056,Bronze Explorer,Descent of Dragons,PALADIN,3,COMMON,MINION,DRG_229
55048,Amber Watcher,Descent of Dragons,PALADIN,5,COMMON,MINION,DRG_226
55047,Sky Claw,Descent of Dragons,PALADIN,3,RARE,MINION,DRG_225
55024,Nithogg,Descent of Dragons,SHAMAN,6,LEGENDARY,MINION,DRG_224
55021,Cumulo-Maximus,Descent of Dragons,SHAMAN,5,EPIC,MINION,DRG_223
55072,Dragonrider Talritha,Descent of Dragons,PALADIN,3,LEGENDARY,MINION,DRG_235
54971,Lightning Breath,Descent of Dragons,SHAMAN,3,RARE,SPELL,DRG_219
54967,Dragon's Pack,Descent of Dragons,SHAMAN,5,EPIC,SPELL,DRG_217
54966,Surging Tempest,Descent of Dragons,SHAMAN,1,COMMON,MINION,DRG_216
54965,Storm's Wrath,Descent of Dragons,SHAMAN,1,RARE,SPELL,DRG_215
54960,Twin Tyrant,Descent of Dragons,NEUTRAL,8,COMMON,MINION,DRG_213
54956,Squallhunter,Descent of Dragons,SHAMAN,4,COMMON,MINION,DRG_211
54897,Zzeraku the Warped,Descent of Dragons,WARLOCK,8,LEGENDARY,MINION,DRG_209
54896,Valdris Felgorge,Descent of Dragons,WARLOCK,7,LEGENDARY,MINION,DRG_208
54894,Abyssal Summoner,Descent of Dragons,WARLOCK,6,COMMON,MINION,DRG_207
54969,Corrupt Elementalist,Descent of Dragons,SHAMAN,6,RARE,MINION,DRG_218
54893,Rain of Fire,Descent of Dragons,WARLOCK,1,COMMON,SPELL,DRG_206
55161,Blazing Battlemage,Descent of Dragons,NEUTRAL,1,COMMON,MINION,DRG_239
55245,Time Rip,Descent of Dragons,PRIEST,5,RARE,SPELL,DRG_246
54876,Chronobreaker,Descent of Dragons,PRIEST,5,RARE,MINION,DRG_304
54874,Disciple of Galakrond,Descent of Dragons,PRIEST,1,COMMON,MINION,DRG_303
54873,Grave Rune,Descent of Dragons,PRIEST,4,COMMON,SPELL,DRG_302
54872,Whispers of EVIL,Descent of Dragons,PRIEST,0,COMMON,SPELL,DRG_301
54871,Fate Weaver,Descent of Dragons,PRIEST,4,EPIC,MINION,DRG_300
56161,"Malygos, Aspect of Magic",Descent of Dragons,MAGE,5,LEGENDARY,MINION,DRG_270
55342,Sanctuary,Descent of Dragons,PALADIN,2,EPIC,SPELL,DRG_258
55304,Frizz Kindleroost,Descent of Dragons,NEUTRAL,4,LEGENDARY,MINION,DRG_257
55166,Shield of Galakrond,Descent of Dragons,NEUTRAL,5,COMMON,MINION,DRG_242
55303,Dragonbane,Descent of Dragons,HUNTER,4,LEGENDARY,MINION,DRG_256
55294,Primordial Explorer,Descent of Dragons,HUNTER,3,COMMON,MINION,DRG_254
55292,Dwarven Sharpshooter,Descent of Dragons,HUNTER,1,COMMON,MINION,DRG_253
55291,Phase Stalker,Descent of Dragons,HUNTER,2,RARE,MINION,DRG_252
55288,Clear the Way,Descent of Dragons,HUNTER,1,RARE,SPELL,DRG_251
55251,Fiendish Rites,Descent of Dragons,WARLOCK,4,COMMON,SPELL,DRG_250
55250,Awaken!,Descent of Dragons,WARRIOR,3,COMMON,SPELL,DRG_249
55248,Invocation of Frost,Descent of Dragons,SHAMAN,2,COMMON,SPELL,DRG_248
55246,Seal Fate,Descent of Dragons,ROGUE,3,RARE,SPELL,DRG_247
55301,Toxic Reinforcements,Descent of Dragons,HUNTER,1,EPIC,SPELL,DRG_255
56089,Aeon Reaver,Descent of Dragons,PRIEST,6,COMMON,MINION,YOD_014
54892,Nether Breath,Descent of Dragons,WARLOCK,2,RARE,SPELL,DRG_205
54890,Veiled Worshipper,Descent of Dragons,WARLOCK,4,EPIC,MINION,DRG_203
57419,"Galakrond, the Nightmare",Descent of Dragons,ROGUE,7,LEGENDARY,HERO,DRG_610
57427,"Galakrond, the Tempest",Descent of Dragons,SHAMAN,7,LEGENDARY,HERO,DRG_620
54885,Crazed Netherwing,Descent of Dragons,WARLOCK,5,RARE,MINION,DRG_201
57413,"Galakrond, the Unbreakable",Descent of Dragons,WARRIOR,7,LEGENDARY,HERO,DRG_650
57416,"Galakrond, the Unspeakable",Descent of Dragons,PRIEST,7,LEGENDARY,HERO,DRG_660
54923,Stormhammer,Descent of Dragons,HUNTER,3,EPIC,WEAPON,DRG_007
56294,The Fist of Ra-den,Descent of Dragons,SHAMAN,4,LEGENDARY,WEAPON,YOD_042
54898,Breath of the Infinite,Descent of Dragons,PRIEST,3,RARE,SPELL,DRG_307
57329,"Galakrond, the Wretched",Descent of Dragons,WARLOCK,7,LEGENDARY,HERO,DRG_600
56057,Rising Winds,Descent of Dragons,DRUID,2,COMMON,SPELL,YOD_001
56064,Chopshop Copter,Descent of Dragons,HUNTER,3,RARE,MINION,YOD_004
56067,Fresh Scent,Descent of Dragons,HUNTER,2,COMMON,SPELL,YOD_005
56068,Escaped Manasaber,Descent of Dragons,NEUTRAL,4,EPIC,MINION,YOD_006
56071,Animated Avalanche,Descent of Dragons,MAGE,7,COMMON,MINION,YOD_007
56072,Arcane Amplifier,Descent of Dragons,MAGE,3,COMMON,MINION,YOD_008
56076,The Amazing Reno,Descent of Dragons,MAGE,10,LEGENDARY,HERO,YOD_009
56077,Shotbot,Descent of Dragons,PALADIN,2,COMMON,MINION,YOD_010
56086,Air Raid,Descent of Dragons,PALADIN,2,RARE,SPELL,YOD_012
56063,Winged Guardian,Descent of Dragons,DRUID,7,RARE,MINION,YOD_003
54891,Dark Skies,Descent of Dragons,WARLOCK,3,EPIC,SPELL,DRG_204
55935,Molten Breath,Descent of Dragons,WARRIOR,4,RARE,SPELL,DRG_500
56189,Sathrovarr,Descent of Dragons,NEUTRAL,9,LEGENDARY,MINION,DRG_402
54888,Dragonblight Cultist,Descent of Dragons,WARLOCK,3,RARE,MINION,DRG_202
54917,Mindflayer Kaahrj,Descent of Dragons,PRIEST,3,LEGENDARY,MINION,DRG_308
54919,Nozdormu the Timeless,Descent of Dragons,PALADIN,4,LEGENDARY,MINION,DRG_309
54935,Evasive Drakonid,Descent of Dragons,NEUTRAL,7,COMMON,MINION,DRG_310
55039,Treenforcements,Descent of Dragons,DRUID,1,RARE,SPELL,DRG_311
55038,Shrubadier,Descent of Dragons,DRUID,2,COMMON,MINION,DRG_312
55037,Emerald Explorer,Descent of Dragons,DRUID,6,COMMON,MINION,DRG_313
55036,Aeroponics,Descent of Dragons,DRUID,5,RARE,SPELL,DRG_314
56226,Blowtorch Saboteur,Descent of Dragons,NEUTRAL,3,EPIC,MINION,DRG_403
55035,Embiggen,Descent of Dragons,DRUID,0,EPIC,SPELL,DRG_315
55052,Breath of Dreams,Descent of Dragons,DRUID,2,RARE,SPELL,DRG_318
55031,Goru the Mightree,Descent of Dragons,DRUID,7,LEGENDARY,MINION,DRG_319
55030,"Ysera, Unleashed",Descent of Dragons,DRUID,9,LEGENDARY,MINION,DRG_320
55276,Rolling Fireball,Descent of Dragons,MAGE,5,EPIC,SPELL,DRG_321
55280,Dragoncaster,Descent of Dragons,MAGE,6,RARE,MINION,DRG_322
55281,Learn Draconic,Descent of Dragons,MAGE,1,COMMON,SPELL,DRG_323
55283,Elemental Allies,Descent of Dragons,MAGE,1,RARE,SPELL,DRG_324
55975,Grizzled Wizard,Descent of Dragons,NEUTRAL,2,EPIC,MINION,DRG_401
55033,Secure the Deck,Descent of Dragons,DRUID,1,EPIC,SPELL,DRG_317
54922,Corrosive Breath,Descent of Dragons,HUNTER,2,COMMON,SPELL,DRG_006
56438,Scalelord,Descent of Dragons,PALADIN,5,RARE,MINION,YOD_043
2051,Upgraded Repair Bot,Goblins vs Gnomes,PRIEST,5,RARE,MINION,GVG_083
2003,Malorne,Goblins vs Gnomes,DRUID,7,LEGENDARY,MINION,GVG_035
2004,Powermace,Goblins vs Gnomes,SHAMAN,3,RARE,WEAPON,GVG_036
2005,Whirling Zap-o-matic,Goblins vs Gnomes,SHAMAN,2,COMMON,MINION,GVG_037
2006,Crackle,Goblins vs Gnomes,SHAMAN,2,COMMON,SPELL,GVG_038
2007,Vitality Totem,Goblins vs Gnomes,SHAMAN,2,RARE,MINION,GVG_039
2008,Siltfin Spiritwalker,Goblins vs Gnomes,SHAMAN,4,EPIC,MINION,GVG_040
2009,Dark Wispers,Goblins vs Gnomes,DRUID,6,EPIC,SPELL,GVG_041
2010,Neptulon,Goblins vs Gnomes,SHAMAN,7,LEGENDARY,MINION,GVG_042
2011,Glaivezooka,Goblins vs Gnomes,HUNTER,2,COMMON,WEAPON,GVG_043
2012,Spider Tank,Goblins vs Gnomes,NEUTRAL,3,COMMON,MINION,GVG_044
2013,Imp-losion,Goblins vs Gnomes,WARLOCK,4,RARE,SPELL,GVG_045
2014,King of Beasts,Goblins vs Gnomes,HUNTER,5,RARE,MINION,GVG_046
2015,Sabotage,Goblins vs Gnomes,ROGUE,4,EPIC,SPELL,GVG_047
2016,Metaltooth Leaper,Goblins vs Gnomes,HUNTER,3,RARE,MINION,GVG_048
2017,Gahz'rilla,Goblins vs Gnomes,HUNTER,7,LEGENDARY,MINION,GVG_049
2018,Bouncing Blade,Goblins vs Gnomes,WARRIOR,3,EPIC,SPELL,GVG_050
2019,Warbot,Goblins vs Gnomes,WARRIOR,1,COMMON,MINION,GVG_051
2020,Crush,Goblins vs Gnomes,WARRIOR,7,EPIC,SPELL,GVG_052
2021,Shieldmaiden,Goblins vs Gnomes,WARRIOR,6,RARE,MINION,GVG_053
2022,Ogre Warmaul,Goblins vs Gnomes,WARRIOR,3,COMMON,WEAPON,GVG_054
2023,Screwjank Clunker,Goblins vs Gnomes,WARRIOR,4,RARE,MINION,GVG_055
2024,Iron Juggernaut,Goblins vs Gnomes,WARRIOR,6,LEGENDARY,MINION,GVG_056
2025,Seal of Light,Goblins vs Gnomes,PALADIN,2,COMMON,SPELL,GVG_057
2026,Shielded Minibot,Goblins vs Gnomes,PALADIN,2,COMMON,MINION,GVG_058
2052,Flying Machine,Goblins vs Gnomes,NEUTRAL,3,COMMON,MINION,GVG_084
2028,Quartermaster,Goblins vs Gnomes,PALADIN,5,EPIC,MINION,GVG_060
2029,Muster for Battle,Goblins vs Gnomes,PALADIN,3,RARE,SPELL,GVG_061
2030,Cobalt Guardian,Goblins vs Gnomes,PALADIN,5,RARE,MINION,GVG_062
2031,Bolvar Fordragon,Goblins vs Gnomes,PALADIN,5,LEGENDARY,MINION,GVG_063
2002,Mech-Bear-Cat,Goblins vs Gnomes,DRUID,6,RARE,MINION,GVG_034
2001,Tree of Life,Goblins vs Gnomes,DRUID,9,EPIC,SPELL,GVG_033
2225,Grove Tender,Goblins vs Gnomes,DRUID,3,RARE,MINION,GVG_032
1995,Recycle,Goblins vs Gnomes,DRUID,6,RARE,SPELL,GVG_031
1927,Flamecannon,Goblins vs Gnomes,MAGE,2,COMMON,SPELL,GVG_001
1928,Snowchugger,Goblins vs Gnomes,MAGE,2,COMMON,MINION,GVG_002
1929,Unstable Portal,Goblins vs Gnomes,MAGE,2,RARE,SPELL,GVG_003
1934,Goblin Blastmage,Goblins vs Gnomes,MAGE,4,RARE,MINION,GVG_004
1941,Echo of Medivh,Goblins vs Gnomes,MAGE,4,EPIC,SPELL,GVG_005
1940,Mechwarper,Goblins vs Gnomes,NEUTRAL,2,COMMON,MINION,GVG_006
1939,Flame Leviathan,Goblins vs Gnomes,MAGE,7,LEGENDARY,MINION,GVG_007
1938,Lightbomb,Goblins vs Gnomes,PRIEST,6,EPIC,SPELL,GVG_008
1937,Shadowbomber,Goblins vs Gnomes,PRIEST,1,EPIC,MINION,GVG_009
1935,Velen's Chosen,Goblins vs Gnomes,PRIEST,3,COMMON,SPELL,GVG_010
1936,Shrinkmeister,Goblins vs Gnomes,PRIEST,2,COMMON,MINION,GVG_011
1933,Light of the Naaru,Goblins vs Gnomes,PRIEST,1,RARE,SPELL,GVG_012
1932,Cogmaster,Goblins vs Gnomes,NEUTRAL,1,COMMON,MINION,GVG_013
1931,Vol'jin,Goblins vs Gnomes,PRIEST,5,LEGENDARY,MINION,GVG_014
2032,Puddlestomper,Goblins vs Gnomes,NEUTRAL,2,COMMON,MINION,GVG_064
2093,Darkbomb,Goblins vs Gnomes,WARLOCK,2,COMMON,SPELL,GVG_015
2094,Call Pet,Goblins vs Gnomes,HUNTER,2,RARE,SPELL,GVG_017
2172,Queen of Pain,Goblins vs Gnomes,WARLOCK,2,RARE,MINION,GVG_018
1985,Demonheart,Goblins vs Gnomes,WARLOCK,5,EPIC,SPELL,GVG_019
1997,Fel Cannon,Goblins vs Gnomes,WARLOCK,4,RARE,MINION,GVG_020
1986,Mal'Ganis,Goblins vs Gnomes,WARLOCK,9,LEGENDARY,MINION,GVG_021
2095,Tinker's Sharpsword Oil,Goblins vs Gnomes,ROGUE,4,COMMON,SPELL,GVG_022
1988,Goblin Auto-Barber,Goblins vs Gnomes,ROGUE,2,COMMON,MINION,GVG_023
1989,Cogmaster's Wrench,Goblins vs Gnomes,ROGUE,3,EPIC,WEAPON,GVG_024
1990,One-eyed Cheat,Goblins vs Gnomes,ROGUE,2,RARE,MINION,GVG_025
1991,Feign Death,Goblins vs Gnomes,HUNTER,2,EPIC,SPELL,GVG_026
1992,Iron Sensei,Goblins vs Gnomes,ROGUE,3,RARE,MINION,GVG_027
1993,Trade Prince Gallywix,Goblins vs Gnomes,ROGUE,6,LEGENDARY,MINION,GVG_028
1998,Ancestor's Call,Goblins vs Gnomes,SHAMAN,4,EPIC,SPELL,GVG_029
2096,Anodized Robo Cub,Goblins vs Gnomes,DRUID,2,COMMON,MINION,GVG_030
1982,Fel Reaver,Goblins vs Gnomes,NEUTRAL,5,EPIC,MINION,GVG_016
2033,Ogre Brute,Goblins vs Gnomes,NEUTRAL,3,COMMON,MINION,GVG_065
2027,Coghammer,Goblins vs Gnomes,PALADIN,3,EPIC,WEAPON,GVG_059
2035,Stonesplinter Trogg,Goblins vs Gnomes,NEUTRAL,2,COMMON,MINION,GVG_067
2062,Jeeves,Goblins vs Gnomes,NEUTRAL,4,RARE,MINION,GVG_094
2087,Blingtron 3000,Goblins vs Gnomes,NEUTRAL,5,LEGENDARY,MINION,GVG_119
2086,Troggzor the Earthinator,Goblins vs Gnomes,NEUTRAL,7,LEGENDARY,MINION,GVG_118
2085,Gazlowe,Goblins vs Gnomes,NEUTRAL,6,LEGENDARY,MINION,GVG_117
2063,Goblin Sapper,Goblins vs Gnomes,NEUTRAL,3,RARE,MINION,GVG_095
2084,Mekgineer Thermaplugg,Goblins vs Gnomes,NEUTRAL,9,LEGENDARY,MINION,GVG_116
2083,Toshley,Goblins vs Gnomes,NEUTRAL,6,LEGENDARY,MINION,GVG_115
2082,Sneed's Old Shredder,Goblins vs Gnomes,NEUTRAL,8,LEGENDARY,MINION,GVG_114
2034,Dunemaul Shaman,Goblins vs Gnomes,SHAMAN,4,RARE,MINION,GVG_066
2081,Foe Reaper 4000,Goblins vs Gnomes,NEUTRAL,8,LEGENDARY,MINION,GVG_113
2064,Piloted Shredder,Goblins vs Gnomes,NEUTRAL,4,COMMON,MINION,GVG_096
2065,Lil' Exorcist,Goblins vs Gnomes,NEUTRAL,3,RARE,MINION,GVG_097
2080,Mogor the Ogre,Goblins vs Gnomes,NEUTRAL,6,LEGENDARY,MINION,GVG_112
2079,Mimiron's Head,Goblins vs Gnomes,NEUTRAL,5,LEGENDARY,MINION,GVG_111
2066,Gnomeregan Infantry,Goblins vs Gnomes,NEUTRAL,3,COMMON,MINION,GVG_098
2067,Bomb Lobber,Goblins vs Gnomes,NEUTRAL,5,RARE,MINION,GVG_099
2078,Dr. Boom,Goblins vs Gnomes,NEUTRAL,7,LEGENDARY,MINION,GVG_110
2077,Mini-Mage,Goblins vs Gnomes,NEUTRAL,4,EPIC,MINION,GVG_109
2076,Recombobulator,Goblins vs Gnomes,NEUTRAL,2,EPIC,MINION,GVG_108
2075,Enhance-o Mechano,Goblins vs Gnomes,NEUTRAL,4,EPIC,MINION,GVG_107
2074,Junkbot,Goblins vs Gnomes,NEUTRAL,5,EPIC,MINION,GVG_106
2073,Piloted Sky Golem,Goblins vs Gnomes,NEUTRAL,6,EPIC,MINION,GVG_105
2072,Hobgoblin,Goblins vs Gnomes,NEUTRAL,3,EPIC,MINION,GVG_104
2071,Micro Machine,Goblins vs Gnomes,NEUTRAL,2,COMMON,MINION,GVG_103
2070,Tinkertown Technician,Goblins vs Gnomes,NEUTRAL,3,COMMON,MINION,GVG_102
2088,Hemet Nesingwary,Goblins vs Gnomes,NEUTRAL,5,LEGENDARY,MINION,GVG_120
2069,Scarlet Purifier,Goblins vs Gnomes,PALADIN,3,RARE,MINION,GVG_101
2233,Clockwork Giant,Goblins vs Gnomes,NEUTRAL,12,EPIC,MINION,GVG_121
2061,Target Dummy,Goblins vs Gnomes,NEUTRAL,0,RARE,MINION,GVG_093
2036,Burly Rockjaw Trogg,Goblins vs Gnomes,NEUTRAL,4,COMMON,MINION,GVG_068
2037,Antique Healbot,Goblins vs Gnomes,NEUTRAL,5,COMMON,MINION,GVG_069
2038,Salty Dog,Goblins vs Gnomes,NEUTRAL,5,COMMON,MINION,GVG_070
2039,Lost Tallstrider,Goblins vs Gnomes,NEUTRAL,4,COMMON,MINION,GVG_071
2040,Shadowboxer,Goblins vs Gnomes,PRIEST,2,RARE,MINION,GVG_072
2053,Annoy-o-Tron,Goblins vs Gnomes,NEUTRAL,2,COMMON,MINION,GVG_085
2041,Cobra Shot,Goblins vs Gnomes,HUNTER,5,COMMON,SPELL,GVG_073
2042,Kezan Mystic,Goblins vs Gnomes,NEUTRAL,4,RARE,MINION,GVG_074
2043,Ship's Cannon,Goblins vs Gnomes,NEUTRAL,2,COMMON,MINION,GVG_075
2044,Explosive Sheep,Goblins vs Gnomes,NEUTRAL,2,COMMON,MINION,GVG_076
2234,Wee Spellstopper,Goblins vs Gnomes,MAGE,4,EPIC,MINION,GVG_122
2045,Anima Golem,Goblins vs Gnomes,WARLOCK,6,EPIC,MINION,GVG_077
2054,Siege Engine,Goblins vs Gnomes,WARRIOR,5,RARE,MINION,GVG_086
2056,Ogre Ninja,Goblins vs Gnomes,ROGUE,5,RARE,MINION,GVG_088
2046,Mechanical Yeti,Goblins vs Gnomes,NEUTRAL,4,COMMON,MINION,GVG_078
2047,Force-Tank MAX,Goblins vs Gnomes,NEUTRAL,8,COMMON,MINION,GVG_079
2048,Druid of the Fang,Goblins vs Gnomes,DRUID,5,COMMON,MINION,GVG_080
2057,Illuminator,Goblins vs Gnomes,NEUTRAL,3,RARE,MINION,GVG_089
2058,Madder Bomber,Goblins vs Gnomes,NEUTRAL,5,RARE,MINION,GVG_090
2059,Arcane Nullifier X-21,Goblins vs Gnomes,NEUTRAL,4,RARE,MINION,GVG_091
2049,Gilblin Stalker,Goblins vs Gnomes,NEUTRAL,2,COMMON,MINION,GVG_081
2050,Clockwork Gnome,Goblins vs Gnomes,NEUTRAL,1,COMMON,MINION,GVG_082
2249,Soot Spewer,Goblins vs Gnomes,MAGE,3,RARE,MINION,GVG_123
2060,Gnomish Experimenter,Goblins vs Gnomes,NEUTRAL,3,RARE,MINION,GVG_092
2055,Steamwheedle Sniper,Goblins vs Gnomes,HUNTER,2,EPIC,MINION,GVG_087
2068,Floating Watcher,Goblins vs Gnomes,WARLOCK,5,COMMON,MINION,GVG_100
233,Naturalize,Hall of Fame,DRUID,1,COMMON,SPELL,EX1_161
48445,Black Cat,Hall of Fame,MAGE,3,COMMON,MINION,GIL_838
48444,Glitter Moth,Hall of Fame,PRIEST,5,EPIC,MINION,GIL_837
993,Mountain Giant,Hall of Fame,NEUTRAL,12,EPIC,MINION,EX1_105
679,Divine Favor,Hall of Fame,PALADIN,3,RARE,SPELL,EX1_349
754,Spellbreaker,Hall of Fame,NEUTRAL,4,COMMON,MINION,EX1_048
1721,Sylvanas Windrunner,Hall of Fame,NEUTRAL,6,LEGENDARY,MINION,EX1_016
1016,Coldlight Oracle,Hall of Fame,NEUTRAL,3,RARE,MINION,EX1_050
736,Old Murk-Eye,Hall of Fame,NEUTRAL,4,LEGENDARY,MINION,EX1_062
1659,Acolyte of Pain,Hall of Fame,NEUTRAL,3,COMMON,MINION,EX1_007
825,Azure Drake,Hall of Fame,NEUTRAL,5,RARE,MINION,EX1_284
192,Ice Block,Hall of Fame,MAGE,3,EPIC,SPELL,EX1_295
9,Prophet Velen,Hall of Fame,PRIEST,7,LEGENDARY,MINION,EX1_350
545,Mind Blast,Hall of Fame,PRIEST,2,COMMON,SPELL,DS1_233
1754,Elite Tauren Chieftain,Hall of Fame,NEUTRAL,5,LEGENDARY,MINION,PRO_001
734,Mind Control Tech,Hall of Fame,NEUTRAL,3,RARE,MINION,EX1_085
631,Doomguard,Hall of Fame,WARLOCK,5,RARE,MINION,EX1_310
846,Power Overwhelming,Hall of Fame,WARLOCK,1,COMMON,SPELL,EX1_316
858,Gelbin Mekkatorque,Hall of Fame,NEUTRAL,6,LEGENDARY,MINION,EX1_112
559,Leeroy Jenkins,Hall of Fame,NEUTRAL,5,LEGENDARY,MINION,EX1_116
990,Conceal,Hall of Fame,ROGUE,1,COMMON,SPELL,EX1_128
374,Ragnaros the Firelord,Hall of Fame,NEUTRAL,8,LEGENDARY,MINION,EX1_298
48158,Baku the Mooneater,Hall of Fame,NEUTRAL,9,LEGENDARY,MINION,GIL_826
530,Captain's Parrot,Hall of Fame,NEUTRAL,2,EPIC,MINION,NEW1_016
196,Vanish,Hall of Fame,ROGUE,6,COMMON,SPELL,NEW1_004
1650,Northshire Cleric,Hall of Fame,PRIEST,1,COMMON,MINION,CS2_235
172,Ice Lance,Hall of Fame,MAGE,1,COMMON,SPELL,CS2_031
237,Auchenai Soulpriest,Hall of Fame,PRIEST,4,RARE,MINION,EX1_591
1372,Molten Giant,Hall of Fame,NEUTRAL,20,EPIC,MINION,EX1_620
1365,Holy Fire,Hall of Fame,PRIEST,6,RARE,SPELL,EX1_624
1361,Divine Spirit,Hall of Fame,PRIEST,2,COMMON,SPELL,CS2_236
1368,Shadowform,Hall of Fame,PRIEST,3,EPIC,SPELL,EX1_625
47693,Genn Greymane,Hall of Fame,NEUTRAL,6,LEGENDARY,MINION,GIL_692
46996,Murkspark Eel,Hall of Fame,SHAMAN,2,RARE,MINION,GIL_530
46680,Gloom Stag,Hall of Fame,DRUID,5,EPIC,MINION,GIL_130
41873,Lakkari Felhound,Journey to Un'Goro,WARLOCK,4,COMMON,MINION,UNG_833
41881,Tar Lord,Journey to Un'Goro,WARRIOR,7,COMMON,MINION,UNG_838
41328,Giant Wasp,Journey to Un'Goro,NEUTRAL,3,COMMON,MINION,UNG_814
41410,Servant of Kalimos,Journey to Un'Goro,NEUTRAL,5,RARE,MINION,UNG_816
41876,Clutchmother Zavas,Journey to Un'Goro,WARLOCK,2,LEGENDARY,MINION,UNG_836
41875,Chittering Tunneler,Journey to Un'Goro,WARLOCK,3,EPIC,MINION,UNG_835
41524,Volatile Elemental,Journey to Un'Goro,NEUTRAL,2,COMMON,MINION,UNG_818
41834,Envenom Weapon,Journey to Un'Goro,ROGUE,3,RARE,SPELL,UNG_823
41856,Lakkari Sacrifice,Journey to Un'Goro,WARLOCK,1,LEGENDARY,SPELL,UNG_829
41874,Feeding Time,Journey to Un'Goro,WARLOCK,5,RARE,SPELL,UNG_834
41869,Cruel Dinomancer,Journey to Un'Goro,WARLOCK,6,RARE,MINION,UNG_830
41871,Corrupting Mist,Journey to Un'Goro,WARLOCK,2,RARE,SPELL,UNG_831
41872,Bloodbloom,Journey to Un'Goro,WARLOCK,4,EPIC,SPELL,UNG_832
41521,Tidal Surge,Journey to Un'Goro,SHAMAN,4,COMMON,SPELL,UNG_817
41327,Stormwatcher,Journey to Un'Goro,NEUTRAL,7,COMMON,MINION,UNG_813
41099,Jungle Giants,Journey to Un'Goro,DRUID,1,LEGENDARY,SPELL,UNG_116
41885,"Hemet, Jungle Hunter",Journey to Un'Goro,NEUTRAL,6,LEGENDARY,MINION,UNG_840
41324,Stegodon,Journey to Un'Goro,NEUTRAL,4,COMMON,MINION,UNG_810
41323,Fire Fly,Journey to Un'Goro,NEUTRAL,1,COMMON,MINION,UNG_809
41318,Stubborn Gastropod,Journey to Un'Goro,NEUTRAL,2,COMMON,MINION,UNG_808
41316,Golakka Crawler,Journey to Un'Goro,NEUTRAL,2,RARE,MINION,UNG_807
41315,Ultrasaur,Journey to Un'Goro,NEUTRAL,10,COMMON,MINION,UNG_806
41309,Emerald Reaver,Journey to Un'Goro,NEUTRAL,1,COMMON,MINION,UNG_803
41305,Nesting Roc,Journey to Un'Goro,NEUTRAL,5,COMMON,MINION,UNG_801
41304,Terrorscale Stalker,Journey to Un'Goro,HUNTER,3,RARE,MINION,UNG_800
41331,"Kalimos, Primal Lord",Journey to Un'Goro,SHAMAN,8,LEGENDARY,MINION,UNG_211
41116,Stone Sentinel,Journey to Un'Goro,SHAMAN,7,EPIC,MINION,UNG_208
41111,Glacial Shard,Journey to Un'Goro,NEUTRAL,1,COMMON,MINION,UNG_205
41107,Fire Plume Harbinger,Journey to Un'Goro,SHAMAN,2,RARE,MINION,UNG_202
41105,Primalfin Totem,Journey to Un'Goro,SHAMAN,2,RARE,MINION,UNG_201
41415,Sabretooth Stalker,Journey to Un'Goro,NEUTRAL,6,COMMON,MINION,UNG_812
41913,The Voraxx,Journey to Un'Goro,NEUTRAL,4,LEGENDARY,MINION,UNG_843
41929,Primordial Drake,Journey to Un'Goro,NEUTRAL,8,EPIC,MINION,UNG_848
41926,Igneous Elemental,Journey to Un'Goro,NEUTRAL,3,COMMON,MINION,UNG_845
